x,y,vel
-18.0,-15.0,0.9760777344
-18.0,-14.696969697,0.975543631906
-18.0,-14.3939393939,0.975003723839
-18.0,-14.0909090909,0.974458284325
-18.0,-13.7878787879,0.973907615982
-18.0,-13.4848484848,0.973352051163
-18.0,-13.1818181818,0.972791953156
-18.0,-12.8787878788,0.972227717333
-18.0,-12.5757575758,0.971659772231
-18.0,-12.2727272727,0.971088580556
-18.0,-11.9696969697,0.970514640077
-18.0,-11.6666666667,0.969938484414
-18.0,-11.3636363636,0.969360683682
-18.0,-11.0606060606,0.968781844981
-18.0,-10.7575757576,0.968202612713
-18.0,-10.4545454545,0.967623668697
-18.0,-10.1515151515,0.967045732075
-18.0,-9.84848484848,0.966469558971
-18.0,-9.54545454545,0.965895941901
-18.0,-9.24242424242,0.965325708901
-18.0,-8.93939393939,0.964759722365
-18.0,-8.63636363636,0.964198877569
-18.0,-8.33333333333,0.963644100873
-18.0,-8.0303030303,0.963096347587
-18.0,-7.72727272727,0.962556599491
-18.0,-7.42424242424,0.962025862007
-18.0,-7.12121212121,0.961505161026
-18.0,-6.81818181818,0.960995539373
-18.0,-6.51515151515,0.960498052949
-18.0,-6.21212121212,0.960013766538
-18.0,-5.90909090909,0.959543749304
-18.0,-5.60606060606,0.959089070004
-18.0,-5.30303030303,0.958650791945
-18.0,-5.0,0.958229967716
-18.0,-4.69696969697,0.957827633732
-18.0,-4.39393939394,0.95744480464
-18.0,-4.09090909091,0.95708246763
-18.0,-3.78787878788,0.956741576705
-18.0,-3.48484848485,0.956423046962
-18.0,-3.18181818182,0.95612774895
-18.0,-2.87878787879,0.955856503149
-18.0,-2.57575757576,0.955610074653
-18.0,-2.27272727273,0.955389168089
-18.0,-1.9696969697,0.955194422859
-18.0,-1.66666666667,0.955026408729
-18.0,-1.36363636364,0.954885621874
-18.0,-1.06060606061,0.954772481349
-18.0,-0.757575757576,0.954687326096
-18.0,-0.454545454545,0.954630412511
-18.0,-0.151515151515,0.954601912567
-18.0,0.151515151515,0.954601912567
-18.0,0.454545454545,0.954630412511
-18.0,0.757575757576,0.954687326096
-18.0,1.06060606061,0.954772481349
-18.0,1.36363636364,0.954885621874
-18.0,1.66666666667,0.955026408729
-18.0,1.9696969697,0.955194422859
-18.0,2.27272727273,0.955389168089
-18.0,2.57575757576,0.955610074653
-18.0,2.87878787879,0.955856503149
-18.0,3.18181818182,0.95612774895
-18.0,3.48484848485,0.956423046962
-18.0,3.78787878788,0.956741576705
-18.0,4.09090909091,0.95708246763
-18.0,4.39393939394,0.95744480464
-18.0,4.69696969697,0.957827633732
-18.0,5.0,0.958229967716
-18.0,5.30303030303,0.958650791945
-18.0,5.60606060606,0.959089070004
-18.0,5.90909090909,0.959543749304
-18.0,6.21212121212,0.960013766538
-18.0,6.51515151515,0.960498052949
-18.0,6.81818181818,0.960995539373
-18.0,7.12121212121,0.961505161026
-18.0,7.42424242424,0.962025862007
-18.0,7.72727272727,0.962556599491
-18.0,8.0303030303,0.963096347587
-18.0,8.33333333333,0.963644100873
-18.0,8.63636363636,0.964198877569
-18.0,8.93939393939,0.964759722365
-18.0,9.24242424242,0.965325708901
-18.0,9.54545454545,0.965895941901
-18.0,9.84848484848,0.966469558971
-18.0,10.1515151515,0.967045732075
-18.0,10.4545454545,0.967623668697
-18.0,10.7575757576,0.968202612713
-18.0,11.0606060606,0.968781844981
-18.0,11.3636363636,0.969360683682
-18.0,11.6666666667,0.969938484414
-18.0,11.9696969697,0.970514640077
-18.0,12.2727272727,0.971088580556
-18.0,12.5757575758,0.971659772231
-18.0,12.8787878788,0.972227717333
-18.0,13.1818181818,0.972791953156
-18.0,13.4848484848,0.973352051163
-18.0,13.7878787879,0.973907615982
-18.0,14.0909090909,0.974458284325
-18.0,14.3939393939,0.975003723839
-18.0,14.696969697,0.975543631906
-18.0,15.0,0.9760777344
-16.7878787879,-15.0,0.97577411118
-16.7878787879,-14.696969697,0.975187539656
-16.7878787879,-14.3939393939,0.974593037049
-16.7878787879,-14.0909090909,0.973990850898
-16.7878787879,-13.7878787879,0.973381262751
-16.7878787879,-13.4848484848,0.972764590081
-16.7878787879,-13.1818181818,0.972141188194
-16.7878787879,-12.8787878788,0.971511452118
-16.7878787879,-12.5757575758,0.970875818441
-16.7878787879,-12.2727272727,0.970234767087
-16.7878787879,-11.9696969697,0.969588823002
-16.7878787879,-11.6666666667,0.968938557734
-16.7878787879,-11.3636363636,0.968284590858
-16.7878787879,-11.0606060606,0.967627591243
-16.7878787879,-10.7575757576,0.966968278112
-16.7878787879,-10.4545454545,0.966307421867
-16.7878787879,-10.1515151515,0.965645844651
-16.7878787879,-9.84848484848,0.964984420602
-16.7878787879,-9.54545454545,0.964324075778
-16.7878787879,-9.24242424242,0.9636657877
-16.7878787879,-8.93939393939,0.963010584503
-16.7878787879,-8.63636363636,0.962359543644
-16.7878787879,-8.33333333333,0.96171379014
-16.7878787879,-8.0303030303,0.961074494324
-16.7878787879,-7.72727272727,0.960442869078
-16.7878787879,-7.42424242424,0.959820166537
-16.7878787879,-7.12121212121,0.959207674243
-16.7878787879,-6.81818181818,0.958606710758
-16.7878787879,-6.51515151515,0.95801862072
-16.7878787879,-6.21212121212,0.957444769361
-16.7878787879,-5.90909090909,0.956886536509
-16.7878787879,-5.60606060606,0.956345310088
-16.7878787879,-5.30303030303,0.955822479167
-16.7878787879,-5.0,0.95531942659
-16.7878787879,-4.69696969697,0.954837521257
