loc1,loc2,loc3,spr1,spr2,skw1,skw2,scl1,scl2,scl3
0.00257038098567,-0.504750467096,0.287834584103,0.0823481606748,-0.0708357990995,-1.67128308491,-3.42356109178,-0.198153819517,2.39327876255,104.405014896
-0.000738625865907,0.234773913621,0.115125526587,-0.0353068790663,0.0161820243776,1.56250533807,-9.22879543017,0.0843875813354,-2.02087441961,-29.9429995694
0.00459550818867,0.84142564362,0.730394987991,-0.366286394498,0.198543634246,-6.18039275674,86.9572210548,1.26501464395,-8.93822196384,-174.420082792
0.000380123563205,-0.0425252852862,-0.00703551783939,0.00324014134453,0.00177382547274,-0.204076680403,2.77287260199,-0.00760611551217,0.576323845481,3.7085148222
-0.000509009875568,-0.069628759675,-0.182848506735,0.121720151022,-0.0911109481794,-4.64761036436,-11.9681683337,-0.274702398474,2.87824484984,25.1433654636
0.00574458181328,-0.656690765321,-0.524192115326,0.299304818347,-0.0656140812215,29.3800645362,-150.612610903,-0.884464010138,16.5984924503,132.355465517
-4.10339377082e-05,0.00283931833237,-0.000370489992126,0.0,-0.000511513340264,0.0,-0.247153165897,0.0,-0.0474601670035,-0.164795551723
-0.00141469185345,0.00571803958195,0.0109725271397,-0.0092531855868,0.00943428853668,0.750297887758,0.52837231089,0.0187005758095,-0.197101203594,-1.35155669034
-0.0139759584825,0.00707443727831,0.0438080153738,-0.0574691264066,0.0223921369059,-0.163582326414,4.53728681125,0.0699898278744,-1.38600074729,-6.72181084403
0.0,0.228052864389,0.172412934961,-0.0725763358388,0.0,-19.9376092441,82.5058184401,0.279436000805,-8.28976712806,-40.3956528904
